,filename,Nodes,class
14777,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerMaxCnxnsTest.java,"[BinaryExpr, ForEachStmt, TryStmt, MethodCallExpr] [stop, all, clients, clients, ZooKeeper, zooKeeper, clients, zooKeeper, close, InterruptedException, e]",2
14778,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerMaxCnxnsTest.java,"[TryStmt, MethodCallExpr] [ZooKeeper, zooKeeper, clients, zooKeeper, close, InterruptedException, e]",2
14779,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerMaxCnxnsTest.java,"[MethodCallExpr] [zooKeeper, close, InterruptedException, e]",3
14780,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerMaxCnxnsTest.java,"[BinaryExpr, ForStmt, TryStmt, MethodCallExpr] [stop, all, severs, mt, i, i, SERVER, COUNT, i, mt, i, shutdown, InterruptedException, e]",2
14781,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerMaxCnxnsTest.java,"[TryStmt, MethodCallExpr] [i, i, SERVER, COUNT, i, mt, i, shutdown, InterruptedException, e]",2
14782,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerMaxCnxnsTest.java,"[MethodCallExpr] [mt, i, shutdown, InterruptedException, e]",3
14809,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodDeclaration, AssignExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, CastExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [Test, https, issues, apache, org, jira, browse, ZOOKEEPER, Test, Timeout, value, testClientConnectionRequestDuringStartupWithNIOServerCnxn, Exception, tmpDir, ClientBase, createTmpDir, ClientBase, setupTestEnv, startSimpleZKServer, startupDelayLatch, SimpleZooKeeperServer, simplezks, SimpleZooKeeperServer, zks, assertTrue, simplezks, waitForStartupInvocation, Failed, to, invoke, zks, startup, method, during, server, startup, CountdownWatcher, watcher, CountdownWatcher, ZooKeeper, zkClient, ZooKeeper, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, watcher, assertFalse, simplezks, waitForSessionCreation, Since, server, is, not, fully, started, zks, createSession, shouldn, t, be, invoked, startupDelayLatch, countDown, assertTrue, ClientBase, waitForServerUp, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, being, up, assertTrue, simplezks, waitForSessionCreation, Failed, to, invoke, zks, createSession, method, during, client, session, creation, watcher, waitForConnected, ClientBase, CONNECTION, TIMEOUT, zkClient, close]",1
14810,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodDeclaration, AssignExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, CastExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [Test, https, issues, apache, org, jira, browse, ZOOKEEPER, Test, Timeout, value, testClientConnectionRequestDuringStartupWithNettyServerCnxn, Exception, tmpDir, ClientBase, createTmpDir, ClientBase, setupTestEnv, String, originalServerCnxnFactory, System, getProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, System, setProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, NettyServerCnxnFactory, getName, startSimpleZKServer, startupDelayLatch, SimpleZooKeeperServer, simplezks, SimpleZooKeeperServer, zks, assertTrue, simplezks, waitForStartupInvocation, Failed, to, invoke, zks, startup, method, during, server, startup, CountdownWatcher, watcher, CountdownWatcher, ZooKeeper, zkClient, ZooKeeper, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, watcher, assertFalse, simplezks, waitForSessionCreation, Since, server, is, not, fully, started, zks, createSession, shouldn, t, be, invoked, startupDelayLatch, countDown, assertTrue, ClientBase, waitForServerUp, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, being, up, assertTrue, simplezks, waitForSessionCreation, Failed, to, invoke, zks, createSession, method, during, client, session, creation, watcher, waitForConnected, ClientBase, CONNECTION, TIMEOUT, zkClient, close, reset, cnxn, factory, originalServerCnxnFactory, System, clearProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, System, setProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, originalServerCnxnFactory]",1
14811,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, CastExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [System, setProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, NettyServerCnxnFactory, getName, startSimpleZKServer, startupDelayLatch, SimpleZooKeeperServer, simplezks, SimpleZooKeeperServer, zks, assertTrue, simplezks, waitForStartupInvocation, Failed, to, invoke, zks, startup, method, during, server, startup, CountdownWatcher, watcher, CountdownWatcher, ZooKeeper, zkClient, ZooKeeper, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, watcher, assertFalse, simplezks, waitForSessionCreation, Since, server, is, not, fully, started, zks, createSession, shouldn, t, be, invoked, startupDelayLatch, countDown, assertTrue, ClientBase, waitForServerUp, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, being, up, assertTrue, simplezks, waitForSessionCreation, Failed, to, invoke, zks, createSession, method, during, client, session, creation, watcher, waitForConnected, ClientBase, CONNECTION, TIMEOUT, zkClient, close, reset, cnxn, factory, originalServerCnxnFactory, System, clearProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, System, setProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, originalServerCnxnFactory]",1
14814,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodDeclaration, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [verify, String, cmd, String, expected, IOException, SSLContextException, String, resp, sendRequest, cmd, assertTrue, resp, contains, expected, Unexpected, response]",3
14816,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodDeclaration, AssignExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, AssignExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr] [startSimpleZKServer, CountDownLatch, startupDelayLatch, IOException, zks, SimpleZooKeeperServer, tmpDir, tmpDir, startupDelayLatch, SyncRequestProcessor, setSnapCount, PORT, Integer, parseInt, HOSTPORT, split, servcnxnf, ServerCnxnFactory, createFactory, PORT, Thread, startupThread, Thread, run, servcnxnf, startup, zks, IOException, e, Ignoring, exception, If, there, is, an, ioexception, then, one, of, the, following, assertion, will, fail, InterruptedException, e, Ignoring, exception, If, there, is, an, interrupted, exception, then, one, of, the, following, assertion, will, fail, startupThread, start]",2
14817,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodDeclaration, TryStmt, MethodCallExpr] [run, servcnxnf, startup, zks, IOException, e, Ignoring, exception, If, there, is, an, ioexception, then, one, of, the, following, assertion, will, fail, InterruptedException, e, Ignoring, exception, If, there, is, an, interrupted, exception, then, one, of, the, following, assertion, will, fail]",3
14818,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZooKeeperServerStartupTest.java,"[MethodCallExpr] [servcnxnf, startup, zks, IOException, e, Ignoring, exception, If, there, is, an, ioexception, then, one, of, the, following, assertion, will, fail, InterruptedException, e, Ignoring, exception, If, there, is, an, interrupted, exception, then, one, of, the, following, assertion, will, fail]",4
14873,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZxidRolloverTest.java,"[MethodDeclaration, MethodCallExpr, ForStmt, MethodCallExpr, MethodCallExpr] [AfterEach, tearDown, Exception, i, i, zkClients, length, i, zkClients, i, close, qu, shutdownAll]",2
14875,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZxidRolloverTest.java,"[MethodDeclaration, MethodCallExpr, VariableDeclarationExpr, IntegerLiteralExpr, TryStmt, ForStmt, MethodCallExpr, UnaryExpr, ReturnStmt, NameExpr] [Create, the, znodes, may, fail, the, lower, roll, over, so, wait, the, clients, to, be, re, connected, after, the, re, election, createNodes, ZooKeeper, zk, start, count, Exception, j, i, start, i, start, count, i, zk, create, foo, i, Ids, READ, ACL, UNSAFE, CreateMode, EPHEMERAL, j, ConnectionLossException, e, is, ok, the, leader, has, dropped, leadership, waitForClientsConnected, j]",1
14878,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZxidRolloverTest.java,"[MethodDeclaration, MethodCallExpr, ForStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr] [Verify, the, expected, znodes, were, created, and, that, the, last, znode, which, caused, the, roll, over, did, not, checkNodes, ZooKeeper, zk, start, count, Exception, i, start, i, start, count, i, assertNotNull, zk, exists, foo, i, assertNull, zk, exists, foo, start, count]",3
14879,/zookeeper-server/src/test/java/org/apache/zookeeper/server/ZxidRolloverTest.java,"[MethodCallExpr, MethodCallExpr] [i, start, i, start, count, i, assertNotNull, zk, exists, foo, i]",4
14892,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLCountTest.java,"[MethodDeclaration, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, VariableDeclarationExpr, ObjectCreationExpr, TryStmt, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, StringLiteralExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [Create, a, node, and, add, ACL, values, to, it, but, there, are, only, unique, ACL, values, and, each, is, repeated, once, ACL, ZooDefs, Perms, READ, ZooDefs, Ids, ANYONE, ID, UNSAFE, ACL, ZooDefs, Perms, ALL, ZooDefs, Ids, AUTH, IDS, ACL, ZooDefs, Perms, READ, ZooDefs, Ids, ANYONE, ID, UNSAFE, ACL, ZooDefs, Perms, ALL, ZooDefs, Ids, AUTH, IDS, Even, though, we, ve, added, ACL, values, there, should, only, be, ACLs, that, node, since, there, are, only, unique, ACL, values, Test, testAclCount, TempDir, File, tmpDir, Exception, ClientBase, setupTestEnv, ZooKeeperServer, zks, ZooKeeperServer, tmpDir, tmpDir, SyncRequestProcessor, setSnapCount, PORT, Integer, parseInt, HOSTPORT, split, ServerCnxnFactory, f, ServerCnxnFactory, createFactory, PORT, f, startup, zks, ZooKeeper, zk, ArrayList, ACL, CREATOR, ALL, AND, WORLD, READABLE, ArrayList, ACL, add, ACL, ZooDefs, Perms, READ, ZooDefs, Ids, ANYONE, ID, UNSAFE, add, ACL, ZooDefs, Perms, ALL, ZooDefs, Ids, AUTH, IDS, add, ACL, ZooDefs, Perms, READ, ZooDefs, Ids, ANYONE, ID, UNSAFE, add, ACL, ZooDefs, Perms, ALL, ZooDefs, Ids, AUTH, IDS, assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, zk, ClientBase, createZKClient, HOSTPORT, zk, addAuthInfo, digest, pat, test, getBytes, zk, setACL, Ids, CREATOR, ALL, ACL, String, path, path, assertEquals, CREATOR, ALL, AND, WORLD, READABLE, size, Exception, e, e, zk, create, path, path, getBytes, CREATOR, ALL, AND, WORLD, READABLE, CreateMode, PERSISTENT, List, ACL, acls, zk, getACL, path, Stat, assertEquals, acls, size, Exception, e, test, failed, somehow, assertTrue, f, shutdown, zks, shutdown]",1
14893,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLCountTest.java,"[MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, StringLiteralExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr] [assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, zk, ClientBase, createZKClient, HOSTPORT, zk, addAuthInfo, digest, pat, test, getBytes, zk, setACL, Ids, CREATOR, ALL, ACL, String, path, path, assertEquals, CREATOR, ALL, AND, WORLD, READABLE, size, Exception, e, e, zk, create, path, path, getBytes, CREATOR, ALL, AND, WORLD, READABLE, CreateMode, PERSISTENT, List, ACL, acls, zk, getACL, path, Stat, assertEquals, acls, size, Exception, e, test, failed, somehow, assertTrue]",2
14894,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLCountTest.java,"[MethodCallExpr] [assertEquals, CREATOR, ALL, AND, WORLD, READABLE, size, Exception, e, e]",3
14902,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodDeclaration, VariableDeclarationExpr, BinaryExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, TryStmt, MethodCallExpr, MethodCallExpr, MethodCallExpr, ForEachStmt, VariableDeclarationExpr, BooleanLiteralExpr, ForEachStmt, IfStmt, MethodCallExpr, AssignExpr, BreakStmt, MethodCallExpr] [Test, testNettyIpAuthDefault, TempDir, File, tmpDir, Exception, String, HOSTPORT, PortAssignment, unique, System, setProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY, org, apache, zookeeper, server, NettyServerCnxnFactory, ClientBase, setupTestEnv, ZooKeeperServer, zks, ZooKeeperServer, tmpDir, tmpDir, SyncRequestProcessor, setSnapCount, PORT, Integer, parseInt, HOSTPORT, split, ServerCnxnFactory, f, ServerCnxnFactory, createFactory, PORT, f, startup, zks, assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, ClientBase, createZKClient, HOSTPORT, ServerCnxn, cnxn, f, getConnections, foundID, Id, id, cnxn, getAuthInfo, id, getScheme, equals, ip, foundID, assertTrue, foundID, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, down, System, clearProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY]",1
14903,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodCallExpr, MethodCallExpr, MethodCallExpr, ForEachStmt, VariableDeclarationExpr, BooleanLiteralExpr, ForEachStmt, IfStmt, MethodCallExpr, AssignExpr, BreakStmt, MethodCallExpr] [assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, ClientBase, createZKClient, HOSTPORT, ServerCnxn, cnxn, f, getConnections, foundID, Id, id, cnxn, getAuthInfo, id, getScheme, equals, ip, foundID, assertTrue, foundID, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, down, System, clearProperty, ServerCnxnFactory, ZOOKEEPER, SERVER, CNXN, FACTORY]",1
14907,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodDeclaration, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, TryStmt, MethodCallExpr, MethodCallExpr] [Test, testDisconnectedAddAuth, TempDir, File, tmpDir, Exception, ClientBase, setupTestEnv, ZooKeeperServer, zks, ZooKeeperServer, tmpDir, tmpDir, SyncRequestProcessor, setSnapCount, PORT, Integer, parseInt, HOSTPORT, split, ServerCnxnFactory, f, ServerCnxnFactory, createFactory, PORT, f, startup, zks, assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, ZooKeeper, zk, ClientBase, createZKClient, HOSTPORT, zk, addAuthInfo, digest, pat, test, getBytes, zk, setACL, Ids, CREATOR, ALL, ACL, zk, close, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, down]",1
14908,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, TryStmt, MethodCallExpr, MethodCallExpr] [assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, ZooKeeper, zk, ClientBase, createZKClient, HOSTPORT, zk, addAuthInfo, digest, pat, test, getBytes, zk, setACL, Ids, CREATOR, ALL, ACL, zk, close, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, down]",1
14910,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodDeclaration, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, VariableDeclarationExpr, TryStmt, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, ForStmt, AssignExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, ForStmt, AssignExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, AssignExpr, AssignExpr, MethodCallExpr, TryStmt, MethodCallExpr, AssignExpr, MethodCallExpr, ForStmt, AssignExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [Verify, that, acl, optimization, of, storing, just, a, few, acls, and, there, references, in, the, data, node, is, actually, working, Test, testAcls, TempDir, File, tmpDir, Exception, ClientBase, setupTestEnv, ZooKeeperServer, zks, ZooKeeperServer, tmpDir, tmpDir, SyncRequestProcessor, setSnapCount, PORT, Integer, parseInt, HOSTPORT, split, ServerCnxnFactory, f, ServerCnxnFactory, createFactory, PORT, f, startup, zks, ZooKeeper, zk, String, path, assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, zk, ClientBase, createZKClient, HOSTPORT, i, i, i, path, i, zk, create, path, path, getBytes, Ids, OPEN, ACL, UNSAFE, CreateMode, PERSISTENT, size, zks, getZKDatabase, getAclSize, assertTrue, zks, getZKDatabase, getAclSize, size, of, the, acl, map, j, j, j, path, j, ACL, acl, ACL, acl, setPerms, Id, id, Id, id, setId, j, id, setScheme, ip, acl, setId, id, List, ACL, list, ArrayList, list, add, acl, zk, create, path, path, getBytes, list, CreateMode, PERSISTENT, assertTrue, zks, getZKDatabase, getAclSize, size, of, the, acl, map, now, shutdown, the, server, and, restart, it, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, down, zks, ZooKeeperServer, tmpDir, tmpDir, f, ServerCnxnFactory, createFactory, PORT, f, startup, zks, assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, up, zk, ClientBase, createZKClient, HOSTPORT, assertTrue, zks, getZKDatabase, getAclSize, acl, map, j, j, j, path, j, ACL, acl, ACL, acl, setPerms, Id, id, Id, id, setId, j, id, setScheme, ip, acl, setId, id, ArrayList, ACL, list, ArrayList, list, add, acl, zk, create, path, path, getBytes, list, CreateMode, PERSISTENT, assertTrue, zks, getZKDatabase, getAclSize, acl, map, zk, close, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, down]",1
14911,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, ForStmt, AssignExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, ForStmt, AssignExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, zk, ClientBase, createZKClient, HOSTPORT, i, i, i, path, i, zk, create, path, path, getBytes, Ids, OPEN, ACL, UNSAFE, CreateMode, PERSISTENT, size, zks, getZKDatabase, getAclSize, assertTrue, zks, getZKDatabase, getAclSize, size, of, the, acl, map, j, j, j, path, j, ACL, acl, ACL, acl, setPerms, Id, id, Id, id, setId, j, id, setScheme, ip, acl, setId, id, List, ACL, list, ArrayList, list, add, acl, zk, create, path, path, getBytes, list, CreateMode, PERSISTENT, assertTrue, zks, getZKDatabase, getAclSize, size, of, the, acl, map, now, shutdown, the, server, and, restart, it, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, down]",1
14916,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodDeclaration, MethodCallExpr, IfStmt, BinaryExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ElseStmt, MethodCallExpr] [non, Javadoc, see, org, apache, zookeeper, Watcher, process, org, apache, zookeeper, WatcherEvent, process, WatchedEvent, event, event, getState, KeeperState, SyncConnected, startSignal, startSignal, getCount, startSignal, countDown]",3
14917,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[BinaryExpr, IfStmt, BinaryExpr, MethodCallExpr, MethodCallExpr, ElseStmt, MethodCallExpr] [event, getState, KeeperState, SyncConnected, startSignal, startSignal, getCount, startSignal, countDown]",4
14918,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[BinaryExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr] [startSignal, startSignal, getCount, startSignal, countDown]",5
14929,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodDeclaration, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, VariableDeclarationExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, StringLiteralExpr, VariableDeclarationExpr, StringLiteralExpr, TryStmt, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, TryStmt, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, TryStmt, AssignExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr] [Test, testExistACLCheck, TempDir, File, tmpDir, Exception, ClientBase, setupTestEnv, ZooKeeperServer, zks, ZooKeeperServer, tmpDir, tmpDir, PORT, Integer, parseInt, HOSTPORT, split, ServerCnxnFactory, f, ServerCnxnFactory, createFactory, PORT, f, startup, zks, String, path, testExistACLCheck, String, data, testExistACLCheck, data, assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, ZooKeeper, zk, ClientBase, createZKClient, HOSTPORT, Stat, stat, zk, exists, path, assertNull, stat, zk, create, path, data, getBytes, Ids, OPEN, ACL, UNSAFE, CreateMode, PERSISTENT, stat, zk, exists, path, assertNotNull, stat, assertEquals, data, length, stat, getDataLength, zk, delete, path, ArrayList, ACL, acls, ArrayList, acls, add, ACL, ZooDefs, Perms, WRITE, Ids, ANYONE, ID, UNSAFE, zk, create, path, data, getBytes, acls, CreateMode, PERSISTENT, stat, zk, exists, path, fail, exists, should, NoAuthException, when, don, t, have, read, permission, KeeperException, NoAuthException, e, expected, zk, delete, path, acls, ArrayList, acls, add, ACL, ZooDefs, Perms, READ, Ids, ANYONE, ID, UNSAFE, zk, create, path, data, getBytes, acls, CreateMode, PERSISTENT, stat, zk, exists, path, assertNotNull, stat, assertEquals, data, length, stat, getDataLength, zk, close, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, down]",1
14930,/zookeeper-server/src/test/java/org/apache/zookeeper/test/ACLTest.java,"[MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, MethodCallExpr, TryStmt, VariableDeclarationExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, MethodCallExpr, VariableDeclarationExpr, ObjectCreationExpr, MethodCallExpr, MethodCallExpr, TryStmt, AssignExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr, AssignExpr, MethodCallExpr, MethodCallExpr] [assertTrue, ClientBase, waitForServerUp, HOSTPORT, CONNECTION, TIMEOUT, waiting, server, being, up, ZooKeeper, zk, ClientBase, createZKClient, HOSTPORT, Stat, stat, zk, exists, path, assertNull, stat, zk, create, path, data, getBytes, Ids, OPEN, ACL, UNSAFE, CreateMode, PERSISTENT, stat, zk, exists, path, assertNotNull, stat, assertEquals, data, length, stat, getDataLength, zk, delete, path, ArrayList, ACL, acls, ArrayList, acls, add, ACL, ZooDefs, Perms, WRITE, Ids, ANYONE, ID, UNSAFE, zk, create, path, data, getBytes, acls, CreateMode, PERSISTENT, stat, zk, exists, path, fail, exists, should, NoAuthException, when, don, t, have, read, permission, KeeperException, NoAuthException, e, expected, zk, delete, path, acls, ArrayList, acls, add, ACL, ZooDefs, Perms, READ, Ids, ANYONE, ID, UNSAFE, zk, create, path, data, getBytes, acls, CreateMode, PERSISTENT, stat, zk, exists, path, assertNotNull, stat, assertEquals, data, length, stat, getDataLength, zk, close, f, shutdown, zks, shutdown, assertTrue, ClientBase, waitForServerDown, HOSTPORT, ClientBase, CONNECTION, TIMEOUT, waiting, server, down]",1
